node_id,community,is_brnpdb,is_active
1201,19,False,False
1202,20,False,False
1203,22,False,False
1204,20,False,False
1205,20,False,False
1206,11,False,False
1207,11,False,True
1208,10,False,False
1209,4,False,False
1210,22,False,False
1211,4,False,False
1212,4,False,False
1213,6,False,False
1214,22,False,False
1215,5,False,False
1216,2,False,False
1217,21,False,False
1218,20,False,False
1219,0,False,False
1220,4,False,False
1221,0,False,False
1222,0,False,False
1223,15,False,False
1224,0,False,False
1225,25,False,False
1226,13,False,False
1227,0,False,False
1228,14,False,False
1229,15,False,False
1230,18,False,False
1231,18,False,False
1232,24,False,False
1233,10,False,False
1234,17,False,False
1235,7,False,False
1236,18,False,False
1237,3,False,False
1238,17,False,False
1239,3,False,False
1240,26,False,False
1241,26,False,False
1242,26,False,False
1243,4,False,False
1244,26,False,False
1245,21,False,False
1246,1,False,False
1247,14,False,False
1248,24,False,False
1249,14,False,False
1250,14,False,False
1251,21,False,False
1252,16,False,False
1253,14,False,False
1254,14,False,False
1255,14,False,False
1256,22,False,False
1257,2,False,False
1258,22,False,False
1259,25,False,False
1260,17,False,False
1261,2,False,False
1262,2,False,False
1263,14,False,False
1264,15,False,False
1265,17,False,True
1266,26,False,False
1267,1,False,False
1268,26,False,False
1269,17,False,False
1270,15,False,False
1271,1,False,False
1272,17,False,False
1273,12,False,False
1274,1,False,False
1275,17,False,False
1276,2,False,False
1277,12,False,False
1278,4,False,False
1279,3,False,False
1280,26,False,False
1281,25,False,False
1282,1,False,False
1283,17,False,False
1284,12,False,False
1285,25,False,False
1286,12,False,False
1287,13,False,False
1288,26,False,False
1289,11,False,False
1290,25,False,False
1291,2,False,False
1292,8,False,False
1293,4,False,False
1294,24,False,False
1295,4,False,False
1296,24,False,False
1297,17,False,False
1298,24,False,False
1299,26,False,False
1300,24,False,False
1301,13,False,False
1302,26,False,False
1303,9,False,False
1304,24,False,False
1305,21,False,False
1306,25,False,False
1307,23,False,False
1308,10,False,False
1309,13,False,False
1310,18,False,False
1311,17,False,False
1312,3,False,False
1313,14,False,False
1314,13,False,False
1315,6,False,False
