compound,name,smiles,mw,formula,volume,monomass,nrotb,tpsa,bioactivities,speciesName,stateName,cityName,iupac,inchi,inchikey,hba,hbd,logp,lipinski
http://nubbekg.aksw.org/data/compound/3074,"4-Methoxy-3-(3',7'-dimethylocta-2'-E-6'-dienyl)benzoic acid",OC(C1=CC(C/C=C(C)/CC/C=C(C)/C)=C(OC)C=C1)=O,288.3814,C18H24O3,291.513,288.17255,7.0,46.533,Cytotoxic,Piper aduncum | Piper gaudichaudianum,SP,Ibate  | Sao Paulo ,"3-[(2E)-3,7-dimethylocta-2,6-dien-1-yl]-4-methoxybenzoic acid","1S/C18H24O3/c1-13(2)6-5-7-14(3)8-9-15-12-16(18(19)20)10-11-17(15)21-4/h6,8,10-12H,5,7,9H2,1-4H3,(H,19,20)/b14-8+
","IHSAYXMNBDVWDA-RIYZIHGNSA-N
",3.0,1.0,5.533,1.0
http://nubbekg.aksw.org/data/compound/3111,"2α,3α-Dihydroxy-urs-12-en-28-oic acid",C[C@]35[C@](CC[C@@]1([H])C(C)([C@H]([C@H](C[C@]([C@]([H])2CC=C3[C@@]4([H])[C@@]([C@](O)=O)(CC5)CC[C@H]([C@@H]4C)C)1C)O)O)C)2C,472.6997,C30H48O4,479.533,472.35526,1.0,77.755,Cytotoxic,Styrax camporum,SP,Mogi Guacu ,"(1S,2R,6aS,6bR,8aR,10R,11S,12aR,12bR,14bS)-10,11-dihydroxy-1,2,6a,6b,9,9,12a-heptamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid","1S/C30H48O4/c1-17-10-13-30(25(33)34)15-14-28(6)19(23(30)18(17)2)8-9-22-27(5)16-20(31)24(32)26(3,4)21(27)11-12-29(22,28)7/h8,17-18,20-24,31-32H,9-16H2,1-7H3,(H,33,34)/t17-,18+,20+,21+,22-,23+,24+,27+,28-,29-,30?/m1/s1
","HFGSQOYIOKBQOW-RGIYIFBFSA-N
",4.0,3.0,5.873,1.0
http://nubbekg.aksw.org/data/compound/3123,Dipropyl disulphide,CCCSSCCC,150.305,C6H14S2,149.221,150.0537,5.0,0.0,Antifungal | Cytotoxic,Petiveria alliacea,SP,Sao Paulo ,1-(propyldisulfanyl)propane,"1S/C6H14S2/c1-3-5-7-8-6-4-2/h3-6H2,1-2H3
","ALVPFGSHPUPROW-UHFFFAOYSA-N
",0.0,0.0,3.095,0.0
http://nubbekg.aksw.org/data/compound/3124,Dibenzyl sulphide,C1(CSCC2=CC=CC=C2)=CC=CC=C1,214.326,C14H14S,207.184,214.08162,4.0,0.0,Antifungal | Cytotoxic,Petiveria alliacea,SP,Sao Paulo ,[(benzylsulfanyl)methyl]benzene,"1S/C14H14S/c1-3-7-13(8-4-1)11-15-12-14-9-5-2-6-10-14/h1-10H,11-12H2
","LUFPJJNWMYZRQE-UHFFFAOYSA-N
",0.0,0.0,4.027,0.0
http://nubbekg.aksw.org/data/compound/3125,Dibenzyl disulphide,C1(CSSCC2=CC=CC=C2)=CC=CC=C1,246.391,C14H14S2,225.313,246.0537,5.0,0.0,Antifungal | Cytotoxic,Petiveria alliacea,SP,Sao Paulo ,[(benzyldisulfanyl)methyl]benzene,"1S/C14H14S2/c1-3-7-13(8-4-1)11-15-16-12-14-9-5-2-6-10-14/h1-10H,11-12H2
","GVPWHKZIJBODOX-UHFFFAOYSA-N
",0.0,0.0,4.527,0.0
http://nubbekg.aksw.org/data/compound/3126,Dibenzyl trisulphide,C1(CSSSCC2=CC=CC=C2)=CC=CC=C1,278.456,C14H14S3,243.441,278.02576,6.0,0.0,Antifungal | Cytotoxic,Petiveria alliacea,SP,Sao Paulo ,dibenzyltrisulfane,"1S/C14H14S3/c1-3-7-13(8-4-1)11-15-17-16-12-14-9-5-2-6-10-14/h1-10H,11-12H2
","UXDMWYANCHMSJX-UHFFFAOYSA-N
",0.0,0.0,5.027,1.0
http://nubbekg.aksw.org/data/compound/3127,Dibenzyl tetrasulphide,C1(CSSSSCC2=CC=CC=C2)=CC=CC=C1,310.521,C14H14S4,261.57,309.99783,7.0,0.0,Antifungal | Cytotoxic,Petiveria alliacea,SP,Sao Paulo ,dibenzyltetrasulfane,"1S/C14H14S4/c1-3-7-13(8-4-1)11-15-17-18-16-12-14-9-5-2-6-10-14/h1-10H,11-12H2
","FLLHZLOYVPKTTJ-UHFFFAOYSA-N
",0.0,0.0,5.526,1.0
http://nubbekg.aksw.org/data/compound/3128,Benzylhydroxymethyl sulphide,OCSCC1=CC=CC=C1,154.229,C8H10OS,143.793,154.04524,3.0,20.228,Antifungal | Cytotoxic,Petiveria alliacea,SP,Sao Paulo ,(benzylsulfanyl)methanol,"1S/C8H10OS/c9-7-10-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2
","RRGVORDGAOCWNZ-UHFFFAOYSA-N
",1.0,1.0,1.788,0.0
http://nubbekg.aksw.org/data/compound/3129,Di(benzyltrithio) methane,C1(CSSSCSSSCC2=CC=CC=C2)=CC=CC=C1,388.678,C15H16S6,314.629,387.9576,10.0,0.0,Antifungal | Cytotoxic,Petiveria alliacea,SP,Sao Paulo ,1-benzyl-3-{[(benzylsulfanyl)disulfanyl]methyl}trisulfane,"1S/C15H16S6/c1-3-7-14(8-4-1)11-16-20-18-13-19-21-17-12-15-9-5-2-6-10-15/h1-10H,11-13H2
","USUTWOHYZKLVGQ-UHFFFAOYSA-N
",0.0,0.0,6.539,1.0
http://nubbekg.aksw.org/data/compound/3130,8-hydroxy-6-methoxy-3-methylisocoumarin,CC2=CC1=CC(OC)=CC(O)=C1C(O2)=O,206.1947,C11H10O4,178.711,206.0579,1.0,59.673,Cytotoxic,Phoma betae,SP,Ribeirao Preto ,8-hydroxy-6-methoxy-3-methyl-1H-isochromen-1-one,"1S/C11H10O4/c1-6-3-7-4-8(14-2)5-9(12)10(7)11(13)15-6/h3-5,12H,1-2H3
","BZMCHKXIXROMSY-UHFFFAOYSA-N
",4.0,1.0,1.781,0.0
